2147,IMAGE Skincare VITAL C Hydrating Anti-Aging Serum 1.7 fl. oz,$79.00,5.0,1,None,"['Aloe Barbadensis Leaf Juice', ' Water/Aqua/Eau', ' Glycerin', ' Citrus Aurantium Dulcis (Orange) Oil', ' Caprylic/Capric Triglyceride', ' Limonene', ' C12-15 Alkyl Benzoate', ' Cetearyl Olivate', ' Sorbitan Olivate', ' Imperata Cylindrica Root Extract', ' Magnesium Ascorbyl Phosphate', ' Ppg-12/Smdi Copolymer', ' Tetrahexyldecyl Ascorbate', ' Glyceryl Stearate', ' Peg-100 Stearate', ' Cetyl Alcohol', ' Dimethicone', ' Di-Ppg-2 Myreth-10 Adipate', ' Stearic Acid', ' Phenoxyethanol', ' Ethylhexyl Methoxycinnamate', ' Panthenol', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Xanthan Gum', ' Caprylyl Glycol', ' Butylene Glycol', ' Tocopheryl Acetate', ' Glycine Soja (Soybean) Sterols', ' Linoleic Acid', ' Phospholipids', ' Simmondsia Chinensis (Jojoba) Seed Oil', ' Squalene', ' Propylene Glycol', ' Ethylhexylglycerin', ' Glucosamine Hcl', ' Hexylene Glycol', ' Linoleamidopropyl Pg-Dimonium Chloride Phosphate', ' Peg-8', ' Pisum Sativum (Pea) Extract', ' Citrus Nobilis (Mandarin Orangee) Peel Oil', ' Dipotassium Glycyrrhizate', ' Phyllanthus Emblica Fruit Extract', ' Stearyl Glycyrrhetinate', ' Bambusa Vulgaris Leaf/ Stem Extract', ' Tocopherol', ' Magnesium Aluminum Silicate', ' Olea Europaea (Olive) Leaf Extract', ' Disodium Edta', ' Eugenia Caryophyllus Leaf Oil', ' Yeast Polysaccharides', ' Sodium Hyaluronate', ' Glyceryl Polymethacrylate', ' Carbomer', ' Eugenol', ' Ascorbyl Palmitate', ' Citric Acid', ' Benzoic Acid', ' Camellia Sinensis (Green Tea) Leaf Extract', ' Ascorbic Acid', ' Sodium Lactate', ' Polysorbate 20', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Spiraea Ulmaria Flower Extract', ' Taurine', ' Corallina Officinalis Extract', ' Vitis Vinifera (Grape) Seed Extract', ' Centella Asiatica Flower/Leaf/Stem Extract', ' Centella Asiatica Extract', ' Potassium Sorbate', ' Bht', ' Acetyl Hexapeptide-8', ' Darutoside', ' Palmitoyl Pentapeptide-4', ' Arginine', ' Leucine', ' Lysine', ' Sodium Benzoate', ' Valine', ' Palmitoyl Tripeptide-1.']",IMAGE Skincare,1.7 fl. Oz
2148,Cellex-C Clear Complexion Complex,$53.00,3.4,5,None,"['Water (Aqua)', ' Olive Leaf (Olea Europaea) Extract', ' Peppermint (Mentha Piperita) Extract', ' Thyme (Thymus Vulgaris) Extract', ' Lavender (Lavendula Angustifolia) Extract', ' Zinc Sulfate', ' Witch Hazel (Hamamelis Virginiana) Distillate', ' Azulene', ' Sodium Hyaluronate', ' Rosemary (Rosmarinus Officinalis) Extract', ' Eucalyptus (Eucalyptus Globulus) Extract', ' Pheonxyethanol', ' Polysorbate 20.']",Cellex-C,None
2149,Algenist Genius Ultimate Anti-Aging Cream 2 fl oz,$112.00,None,None,None,"['Water (Aqua', ' Eau)', ' Caprylic/Capric Triglyceride', ' Hydrogenated Polyisobutene', ' Glycerin', ' Chlorella Protothecoides Oil', ' Dimethicone', ' Butylene Glycol', ' Glyceryl Stearate', ' PEG-100 Stearate', ' Butyrospermum Parkii (Shea) Butter', ' Pentylene Glycol', ' Potassium Cetyl Phosphate', ' Parachlorella Beijerinckii Exopolysaccharides', ' Collagen (Vegan)*', '  Ceramide NP', ' Cynara Scolymus (Artichoke) Leaf Extract', ' Retinyl Palmitate', ' Astragalus Membranaceus Root Extract', ' Atractylodes Macrocephala Root Extract', '  Iris Florentina Root Extract', ' Bupleurum Falcatum Root Extract', ' Copper Lysinate/Prolinate', ' Methylglucoside Phosphate', ' Stearalkonium Bentonite', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Silica', ' Caprylyl Glycol', ' Sodium Hydroxide', ' Disodium EDTA', ' Ethylhexylglycerin', ' Cetyl Alcohol', ' Propylene Carbonate', ' Quartz', ' Phenoxyethanol', '  Leuconostoc/Radish Root Ferment Filtrate', ' Chlorphenesin', ' Fragrance (Parfum)', ' Coumarin.']",Algenist,2 fl oz
2150,Cellex-C GLA Eye Balm,$72.00,3.25,4,None,"['Water (Aqua)', ' Glycerin', ' Caprylic/Capric Triglyceride', ' Tallow Glycerides', ' Stearic Acid', ' Lecithin', ' Cetearyl Alcohol', ' Bioflavonoids', ' Tocopheryl Acetate', ' Polysorbate 60', ' Propylene Glycol', ' Glyceryl Stearate', ' Evening Primrose (Oenothera Biennis) Oil', ' Polysorbate 20', ' Aloe Barbadensis Gel', ' Chamomile (Anthemis Nobilis) Extract', ' Lady´s Thistle (Silybum Marianum) Extract', ' Dimethicone', ' Sorbitan Stearate', ' Allantoin', ' Diazolidinyl Urea', ' Methylparaben', ' Disodium EDTA', ' Propylparaben', ' FD&C Yellow No. 5 (Cl 19140).']",Cellex-C,None
2151,ARCONA Booster Defense Serum 1.17oz,$70.00,4.57,7,None,"['Agua (Distilled Water)', ' Hamamelis Virginiana (Witch Hazel) Extract', ' Glycine Soja (Soybean) Protein', ' Resveratrol', ' Glycerin*', ' Glutathione', ' Superoxide Dismutase', ' D-alpha-tocopherol (Vitamin E)', ' Cassia Angustifolia Seed', ' Polysaccharide', ' Epigallocatechin Gallate (EGCG)', ' Aminoguanidine', ' Citric Acid', ' D-glucosamine', ' L-carnosine', ' L-glutathione', ' Whey Protein', ' Fullersomes', ' Santalum Album (Sandalwood) Oil', ' Camellia Senesis (Green Tea) Extract', ' Beta-glycan', ' Peumus Boldus (D-boldine) Leaf Extract', ' Aloe Barbadensis Leaf Juice*', ' D20 (Heavy Water)', ' Grapefruit (Citrus Grandis) Seed Extract.']",ARCONA,1.17oz
2152,DERMAdoctor Picture Porefect Pore Minimizer,$42.00,None,None,None,"['Aqua (Water)', ' Butylene Glycol', ' Glycolic Acid', ' Azelaic Acid', ' Polysorbate 20', ' Lactic Acid', ' Aluminum Zirconium\xa0Tetrachlorohydrex Gly', ' Glycerin', ' Sodium Hydroxide', ' Retinol', ' Malic Acid', ' Camellia Oleifera (Green Tea) Leaf Extract', '\xa0Salix Alba (Willow) Bark Extract', ' Citric Acid', ' Cyclohexasiloxane', ' Cyclopentasiloxane', ' Polyacrylamide', ' C13-14\xa0Isoparaffin', ' Laureth-7', ' Glycine Soja (Soybean) Oil', ' Methyl Methacrylate/Glycol Dimethacrylate Crosspolymer', '\xa0Hydroxyethylcellulose', ' Xanthan Gum', ' Phenoxyethanol', ' Methylparaben', ' Butylparaben', ' Ethylparaben', ' Propylparaben.']",DERMAdoctor,1 fl. oz
2153,Knesko Skin Nanogold Repair Eye Mask 4ml,$17.00,None,None,None,"['Agua', ' Glycerin', ' Algin', ' Sodium PCA', ' Aloe Barbadensis Leaf (Aloe Vera)', ' Collagen (Marine)', ' Elastin', ' Hyaluronic Acid', ' Niacinamide (Vit B3)', ' Tocopheryl Acetate (Vit E)', ' Gold (Colloidal)', ' Rosa Damascena Flower Oil', ' Hydroxyacetophenone', ' 1', '2-Hexanediol']",Knesko Skin,4ml
2154,StriVectin AR™AR Advanced Concentrated Serum (30ml/1oz),$119.00,None,None,None,"['Aqua (Water', ' Eau)', ' Cyclopentasiloxane', ' Myristyl Nicotinate', ' Glycerin', ' Dimethicone', ' Isopentyldiol', ' Polysorbate 20', ' Disodium EDTA', ' Olive Oil PEG-7 Esters', ' Polymethylsilsesquioxane', ' Pyrus Malus (Apple) Fruit Extract', ' Retinol', ' Retinyl Palmitate', ' Zingiber Officinale (Ginger) Root Extract', ' Palmitoyl Hexapeptide-12', ' Medicago Sativa (Alfalfa) Extract', ' Sodium Hyaluronate', ' Yeast Polysaccharides', ' Ceramide 2', ' Rosa Multiflora Fruit Extract', ' Biosaccharide Gum-1', ' Bisabolol', ' Ethylhexylglycerin', ' Pentaerythrityl Tetraisostearate', ' PEG-10 Rapeseed Sterol', ' Sorbitan Oleate', ' Tribehenin', ' Xanthan Gum', ' Acrylamide/Sodium Acryloyldimethyltaurate Copolymer', ' C12-15 Alkyl Benzoate', ' Polysorbate 80', ' Dipotassium Glycyrrhizate', ' Lactic Acid', ' VP/VA Copolymer', ' Sorbic Acid', ' Phenoxyethanol', ' Mica', ' CI 77891 (Titanium Dioxide).']",StriVectin,30ml
2155,StriVectin Tightening Neck Serum Roller New (50ml/1.7oz),$89.00,5.0,2,None,"['Aqua (Water', ' Eau)', ' Glycerin', ' Dimethicone', ' Myristyl Nicotinate', ' Pentaerythrityl Tetraethylhexanoate', ' C12-15 Alkyl Benzoate', ' Butylene Glycol', ' PEG-40 Stearate', ' Propanediol', ' Acacia Senegal Gum', ' Hydrogenated Ethylhexyl Olivate', ' Pullulan', ' Ethylene/Acrylic Acid Copolymer', ' Saccharide Isomerate', ' Jojoba Esters', ' Acrylamide/Sodium Acryloyldimethyltaurate Copolymer', ' Algae Extract', ' Hydrolyzed Rhizobian Gum', ' Ceratonia Siliqua (Carob) Gum', ' Hydrogenated Olive Oil Unsaponifiables', ' Aloe Barnadensis Leaf Juice Powder', ' Isohexadecane', ' Sodium Hyaluronate', ' Hydrogenated Lecithin', ' Ammonium Acryloyldimethyltaurate/VP Copolymer', ' Ethylhexyl Glycerin', ' Sorbitan Laurate', ' Polysorbate 80', ' Acetyl Dipeptide-1 Cetyl Ester', ' Resveratrol', ' Palmitoyl Tripeptide-1', ' Parfum (Fragrance)', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Hydroxyethylcellulose', ' Aminomethyl Propanol', ' Disodium EDTA', ' BHT', ' Phenoxyethanol', ' Potassium Sorbate', ' Benzoic Acid', ' Chlorphenesin', ' Benzyl Alcohol', ' Limonene.']",StriVectin,50ml
2156,TONYMOLY The Vital Vita Ampoule + Mask Set (Worth $48),$26.50,5.0,1,None,"['Brightening - Vitamin B12', ' Niacinamide', ' Lemon Peel Oil\nMoisture - Vitamin B8', ' Hyaluronic Acid', ' Corallina Officinalis Extract\nFirming - Vitamin A', ' Peptide Components', ' Moringa Oil\nCalming - Vitamin B5', ' Madecasoside', ' Aloe Vera Extract\nSynergy - Vitamin C', ' Niacinamide', ' Squalane']",TONYMOLY,100ml
2157,NUXE Detoxifying and Glow Mask 50ml,$27.00,None,None,None,None,NUXE,1.69 fl. oz.
2158,Sunday Riley Blue Moon Tranquility Cleansing Balm,$50.00,None,None,None,"['Glycerin & Caprylic/Capric Triglycerides & Aqua & Sucrose Laurate', ' Jojoba Esters (And) Acacia Decurrens Flower Wax (and) Helianthus Annuus (Sunflower) Seed Wax (and) Polyglycering-3', ' Glyceryl behenate', ' C10-18 Triglycerides', ' Caprylic/Capric Triglycerides (Coconut Oil)', ' Theobroma Cacao (Cocoa) Seed Butter', ' Moringa Oil/ Hydrogenated Moringa Oil Esters (Moringa Butter)', ' PEG-8 beeswax', ' Cetyl Alcohol (and) Ceteth-20 (and) Steareth-20', ' Polyglyceryl-6', ' Polyglyceryl-3 Beeswax (and) Cetyl Alcohol', ' Squalene', ' Tangerine (Citrus Tangerina) Oil', ' Citrus sinensis (Sweet Orange) Oil', ' Tanacetum annuum (Blue Tansy) Leaf Oil', ' Matricaria recutita (German Chamomile) Essential Oil', ' Vanilla planifolia fruit extract', ' Ylang ylang (Canaga Odorata) Flower Oil', ' Citrus aurantium var. Amara (Neroli) Flower Oil', ' Anthemis nobilis (Chamomile Roman) Flower Oil', ' Phenoxyethanol', ' Chlorphenesin and Caprylyl Glycol.']",Sunday Riley,None
2159,Glytone Age-Defying PHA+ Renewing Eye Cream 0.5 fl. oz,$78.00,None,None,None,"['Aqua (Water)', ' Isodecyl Neopentanoate', ' Isononyl Isonona', ' Noate', ' Glycol Palmitate', ' Polysor', ' Bate 60', ' Glyceryl Stearate', ' Pentaerythrityl Tetraisostearate', ' Glycerin', ' Sodium Acrylate/Acry Loyldimethyltaurate/Dimethy Lacrylamide Crosspolymer', ' Candella/Jojoba/Rice Bran Polyglyceryl-3 Esters', ' Lauryl Laurate', ' Lacto Bionic Acid', ' Lactobacillus Ferment', ' Caffeine', ' Palmitoyl Tetrapeptide-7', ' Glycolic Acid', ' Hyaluronic Acid', ' Aloe Barbadensis Leaf Juice Powder', ' Sodium Hyaluronate', ' Polyglycer\x02Yl-6 Palmitate/Succinate', ' Isohexa Decane', ' Propanediol', ' Silica', ' Caprylic/Capric Triglyceride', ' Xanthan Gum', ' 1', '2-Hexanediol', ' Caprylyl Glycol', ' Sodium Stearoyl Lactylate', ' Potassium Sorbate', ' Sodium Gluconate', ' Bisabolol', ' Acmella Oleracea Extract', ' Glyceryl Caprylate', ' Penty Lene Glycol', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Chrysin', ' Citric Acid', ' Cetearyl Alcohol', ' Sodium Hydroxide']",Glytone,0.5 fl. oz
2160,StriVectin Tri-Phase Daily Glow Toner 5oz,$39.00,5.0,1,None,"['Water/Aqua/Eau', ' Dimethicone', ' Squalane', ' Hexylene Glycol', ' Butylene Glycol', ' Sodium Chloride', ' Glycerin', ' Sodium Hyaluronate', ' Myristyl Nicotinate', ' Glycyrrhiza Uralensis (Licorice) Root Extract', ' Daucus Carota Sativa (Carrot) Root Extract', ' Rice Amino Acids', ' Diglucosyl Gallic Acid', ' Beta-Carotene', ' Jania Rubens Extract', ' Glycine Soja (Soybean) Oil', ' Boswellia Serrata Gum', ' Mandelic Acid', ' Leuconostoc/Radish Root Ferment Filtrate', ' Malic Acid', ' Sodium Carrageenan', ' Lactic Acid', ' Bacillus/Sea Salt Ferment Filtrate', ' Disodium EDTA', ' Honey/Mel/Miel', ' Salicylic Acid', ' Aminomethyl Propanol', ' Citric Acid', ' Ethylhexylglycerin', ' Tocopherol', ' Dipropylene Glycol', ' Pentylene Glycol', ' Fragrance (Parfum)', ' Cetrimonium Chloride', ' Phenoxyethanol', ' Benzoic Acid', ' Benzyl Benzoate', ' Geraniol', ' Benzyl Salicylate', ' Citronellol', ' Citral', ' Limonene', ' Linalool', ' Benzyl Alcohol', ' CI 42090 (Blue 1)', ' CI 17200 (Red 33).']",StriVectin,5 oz
2161,Neocutis Micro Gel 50ml,$196.00,None,None,None,"['Water (Aqua)', ' Butylene Glycol', ' Glycerin', ' Ppg-26-Buteth-26', ' Tetrapeptide-21', ' Capryloyl Carnosine', ' Palmitoyl Tripeptide-1 Acetate', ' Sodium Hyaluronate', ' Caprylyl Glycol', ' Carrageenan', ' Sodium Hydroxide', ' Peg-40 Hydrogenated Castor Oil', ' Disodium Edta', ' Sodium Polyacrylate', ' Peg-8', ' Carbomer', ' Sodium Methylparaben', ' Ethylparaben', ' Sodium Propylparaben', ' Butylparaben', ' Phenoxyethanol.']",Neocutis,50ml
2162,SkinMedica Total Defense and Repair SPF 34 (2.3oz),$61.20,5.0,2,None,"['Active ingredients: Octinoxate 7.5%', ' Octisalate 3.0%', ' Zinc Oxide 8.0%']",SkinMedica,65g
2163,Dr. Hauschka Night Serum,$48.00,5.0,1,None,"['Water (Aqua)', ' Alcohol', ' Glycerin', ' Pyrus Malus (Apple) Fruit Water', ' Chondrus Crispus Extract', ' Hamamelis Virginiana (Witch Hazel) Bark/Leaf Extract', ' Hectorite', ' Pyrus Malus (Apple) Flower Extract', ' Fragrance (Parfum)*', ' Citronellol*', ' Limonene*', ' Linalool*', ' Geraniol*', ' Citral*', ' Sodium Chloride', ' Xanthan Gum.*component of natural essential oils']",Dr. Hauschka,None
2164,BABOR Cleansing Gentle Peeling 50ml,$32.00,None,None,None,"['Aqua', ' Polylactic Acid', ' Glycerin', ' Prunus Amygdalus Dulcis Oil', ' Glyceryl Stearate Citrate', ' Decyl Oleate', ' Hydrogenated Vegetable Glycerides', ' Coco-Caprylate', ' Propanediol', ' Cetearyl Alcohol', ' Butyrospermum Parkii Butter', ' Tocopheryl Acetate', ' Pyrus Malus Fruit Water', ' Panthenol', ' Phenoxyethanol', ' Parfum', ' Xanthan Gum', ' Carbomer', ' Whey Protein', ' Ethylhexylglycerin', ' Aloe Barbadensis Leaf Extract', ' Disodium Edta', ' Sodium Hydroxide', ' Lecithin', ' Ascorbyl Palmitate', ' Brassica Oleracea Italica Extract', ' Glyceryl Stearate', ' Bioflavonoids', ' Pantolactone', ' Glyceryl Oleate', ' Citric Acid.']",BABOR,1.69 fl. oz
2165,Yon-Ka Paris Skincare for Men Under Eye Gel,$46.00,None,None,None,"['Water/Aqua', ' Biosaccharide Gum-1', ' Propylene Glycol', ' Sodium Lactate Methylsilanol', ' Arnica Montanta Flower Extract', ' Cupressus Sempervirens (Cypress) Seed Extract', ' Polygonatum Multiflorum Extract', ' Fagus Sylvatica (Beech) Bud Extract', ' Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract', ' Biosaccharide Gum-2', ' Mimosa Tenuiflora Bark Extract', ' Anthemis Nobilis (Chamomille) Flower Oil', ' Daucus Carota Sativa (Carrot) Seed Oil', ' Mentha Piperita (Peppermint) Leaf Oil', ' Carbomer', ' Tromethamine', ' Sodium Hyaluronate', ' PPG-26-Buteth-26', ' PEG-40 Hydrogenated Castor Oil', ' Chlorphenesin', ' Sodium Benzoate', ' Phenoxyethanol', ' Salicylic Acid.']",Yon-Ka Paris Skincare,15ml
2166,Elemis Balancing Lime Blossom Cleanser 200ml,$36.00,None,None,None,['Key Ingredients:'],Elemis,200ml
2167,DERMAdoctor Kakadu C Eye Souffle,$68.00,2.5,2,None,"['Water', ' Isodecyl Neopentanoate', ' Glycerin', ' Cetyl Alcohol', ' Tetrahexyldecyl Ascorbate', ' Isononyl Isononanoate', ' Sodium Acrylate/Sodium Acryloyldimethyl Taurate', ' Copolymer', ' Polysorbate 80', ' Caprylic/Capric Triglyceride', ' Epigallocatechin Gallatyl Glucoside', ' Palmitoyl Tripeptide-38', ' Propyl Gallate', ' Gallyl Glucoside', ' Caffeine', ' Terminalia Ferdinandiana (Kakadu) Fruit Extract', ' Pleiogynium Timorense Fruit Extract', ' Podocarpus Elatus Fruit Extract', ' Grevillea Speciosa Flower Extract', ' Banksia Serrata Flower Extract', ' Anigozanthos Manglesii Flower Extract', ' Tocopheryl Acetate', ' Hydroxypropyl Cyclodextrin', ' Butylene Glycol', ' Sorbitol', ' Glyceryl Stearate', ' Alcohol Denat.', ' Sodium Phytate', ' Phenoxyethanol', ' Ethylhexylglycerin.']",DERMAdoctor,15ml
2168,Medik8 r-Retinoate Ultimate Night Serum 48g,$265.00,None,None,None,"['Water', ' Caprylic/Capric Triglyceride', ' Glycerin', ' Butylene Glycol', ' Isododecane', ' Squalane', ' Cetearyl Alcohol', ' Dimethicone', ' Cetearyl Olivate', ' Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer', ' Polylactic Acid', ' Cyclodextrin', ' PPG-12/SMDI Copolymer', ' Sorbitan Olivate', ' Sodium Hyaluronate', ' Tocopheryl Acetate', ' Rubus Chamaemorus Seed Oil', ' Canola Oil', ' Pentylene Glycol', ' Citric Acid', ' Alumina', ' Phenoxyethanol', ' Isostearic Acid', ' Lecithin', ' Polyglyceryl-3 Polyricinoleate', ' Polyhydroxystearic Acid', ' Stearic Acid', ' Sodium Lauroyl Lactylate', ' Vanilla Planifolia Fruit Extract', ' Ceramide NP', ' Daucus Carota Sativa Seed Oil', ' Retinal', ' Retinyl Retinoate', ' 3-O-Ethyl Ascorbic Acid', ' Sodium Polyaspartate', ' Ceramide AP', ' Phytosphingosine', ' Disodium EDTA', ' Phytosterols', ' Copper Palmitoyl Heptapeptide-14', ' Heptapeptide-15 Palmitate', ' Ceramide EOP', ' Phenethyl Alcohol', ' Cholesterol', ' Lonicera Japonica (Honeysuckle) Flower Extract', ' Lonicera Caprifolium (Honeysuckle) Flower Extract', ' C12-16 Alcohols', ' BHT', ' Caprylyl Glycol', ' Carbomer', ' Linoleic Acid', ' Palmitic Acid', ' Xanthan Gum', ' Cholesteryl Nonanoate', ' Ethylhexylglycerin', ' Hydrogenated Lecithin', ' Glyceryl Caprylate', ' Lactic Acid/Glycolic Acid Copolymer', ' Polyvinyl Alcohol', ' Phenylpropanol', ' Fragrance*', ' Limonene', ' Linalool', ' Citral', ' Red 4', ' Titanium Dioxide/CI 77891. *natural extracts']",Medik8,48g
2169,Dermalogica Age Smart Biolumin-C Serum 2.0 2 oz,$139.00,None,None,None,"['Water/Aqua/Eau', ' Glycerin', ' Butylene Glycol', ' Ethoxydiglycol', ' Lactic Acid', ' Salvia Hispanica (Chia) Seed Extract', ' Sodium PCA', ' Palmitoyl Tripeptide-5', ' Sophora Japonica Flower Extract', ' Ascorbyl Methylsilanol Pectinate', ' Sodium Hyaluronate', ' Tocopherol', ' Dipotassium Glycyrrhizate', ' Aminopropyl Ascorbyl Phosphate', ' Trehalose', ' Polyacrylate-13', ' Propanediol', ' Citrus Grandis (Grapefruit) Peel Oil', ' Helianthus Annuus (Sunflower) Seed Oil', ' Polyisobutene', ' Methylpropanediol', ' Carrageenan', ' Pentylene Glycol', ' Glyceryl Polyacrylate', ' Caprylyl Glycol', ' Ethylhexylglycerin', ' Tetrasodium Glutamate Diacetate', ' Xanthan Gum', ' Polysorbate 20', ' Limonene', ' Sodium Hydroxide', ' Phenoxyethanol.']",Dermalogica,2.oz
2170,Caudalie Resveratrol-Lift Lightweight Firming Cashmere Cream 1.3 oz,$56.00,None,None,None,"['Aqua/Water/Eau', ' Caprylic/Capric Triglyceride', ' Isostearyl Isostearate', ' Coco-Caprylate/Caprate', ' Heptyl Undecylenate', ' Butylene Glycol', ' Silica', ' Glycerin', ' Squalane', ' Ci 77891 (Titanium Dioxide)', ' Glyceryl Stearate Citrate', ' Potassium Cetyl Phosphate', ' Palmitoyl Grapevine Shoot Extract', ' Mica', ' Polyglyceryl-3 Stearate', ' Tocopheryl Acetate', ' Benzyl Alcohol', ' Hydrogenated Lecithin', ' Caprylyl Glycol', ' Xanthan Gum', ' Hydrolyzed Hyaluronic Acid', ' Polyacrylate Crosspolymer-6', ' Adenosine', ' Dehydroacetic Acid', ' Acetyl Dipeptide-1 Cetyl Ester', ' Hyaluronic Acid', ' Sodium Phytate', ' Khaya Senegalensis Bark Extract', ' Maltodextrin', ' Tin Oxide', ' Paeonia Lactiflora Root Extract', ' Tocopherol', ' Sodium Hydroxide', ' Parfum (Fragrance)', ' Linalool', ' Limonene', ' Coumarin.(247/004) ']",Caudalie,1.3oz
2171,111SKIN Anti Blemish Bio Cellulose Facial Mask Box,$135.00,None,None,None,"['Mask 1-\xa0Aqua / Eau / Water', ' Glycerin', ' Pentylene Glycol', ' Trehalose', ' Dipropylene Glycol', ' Propylene Glycol', ' Sodium Levulinate', ' Panthenol', ' Citrus Grandis (Grapefruit / Pamplemousse) Fruit Extract', ' Sodium Anisate', ' Hydroxyethylcellulose', ' Peg-60 Hydrogenated Castor Oil', ' Rosmarinus Officinalis (Rosemary / Romarin) Flower / Leaf / Stem Water', ' Sodium Hyaluronate', ' Phenoxyethanol', ' Leuconostoc/Radish Root Ferment Lysate Filtrate', ' Lactic Acid', ' Propanediol', ' Epilobium Fleischeri (Rosebay / Rhododendron) Extract', ' Epilobium Angustifolium Flower / Leaf / Stem Extract', ' Melaleuca Alternifolia (Tea Tree / Arbre À Thé) Leaf Oil', ' Chlorella Vulgaris Extract', ' Potassium Sorbate', ' Citric Acid', ' Sodium Metabisulfite', ' Fragrance / Parfum.']",111SKIN,None
2172,Jenny Patinkin Transforming Petite Gua Sha Butterfly,$30.00,None,None,None,None,Jenny Patinkin,None
2173,REN Clean Skincare Clarimatte Invisible Pores Detox Mask 50ml,$50.00,None,None,None,"['Citrus Aurantium Amara (Bitter Orange) Flower Water', ' Glycerin', ' Alcohol', ' Caprylic/Capric Triglyceride', ' Cetearyl Olivate', ' Phospholipids', ' Glycine Soja (Soybean) Oil', ' Sorbitan Olivate', ' Phenoxyethanol', ' Vaccinium Vitis-Idaea (Lingonberry) Seed Oil', ' Inulin', ' Lactose', ' Milk Protein', ' Aster Maritima/ Tripolium Extract', ' Arnica Montana Flower Extract', ' Laminaria Digitata Extract', ' Sodium Hyaluronate', ' Sodium Carboxymethyl Betaglucan', ' Alpha-Glucan Oligosaccharide', ' Rumex Occidentalis Extract', ' Laminaria Ochroleuca Extract', ' Tocopherol', ' Xanthan Gum', ' Sodium Hydroxymethylglycinate', ' Lactic Acid', ' Sodium Citrate.']",REN Clean Skincare,50ml
2174,Medik8 Illuminating Eye Balm 15ml,$42.00,None,None,None,"['Water', ' Caprylic/Capric Triglyceride', ' C12-15 Alkyl Benzoate', ' Butylene Glycol', ' Glycerin', ' Methylpropanediol', ' Dimethicone', ' Glyceryl Stearate Citrate', ' Mica', ' Polyacrylamide', ' Sorbitan Sesquioleate', ' Polyglyceryl-3 Stearate', ' C13-14 Isoparaffin', ' Caprylyl Glycol', ' Cetyl Alcohol', ' Glyceryl Stearate', ' Hydrogenated Lecithin', ' Stearic Acid', ' PEG-75 Stearate', ' Silicon Dioxide', ' Laureth-7', ' Cucumis Sativus (Cucumber) Fruit Water', ' Tin Oxide', ' Ceteth-20', ' Steareth-20', ' Phenylpropanol', ' Alumina', ' Caffeine', ' Polyhydroxystearic Acid', ' Hydrolyzed Rhodophyceae Extract', ' Bacillus Ferment', ' Tocopherol', ' Sodium Hyaluronate', ' Lactic Acid', ' Sodium Hydroxide', ' Titanium Dioxide/CI 77891', ' Iron Oxides.']",Medik8,15ml
2175,Jenny Patinkin Rose on Rose Face Roller,$38.00,None,None,None,None,Jenny Patinkin,None
2176,Erno Laszlo AHA Resurfacing Sleep Serum,$75.60,5.0,4,None,"['Water (Aqua)', ' Glycolic Acid', ' Lactic Acid', ' Sodium Hydroxide', ' Glycerin', ' Ananas Sativus (Pineapple) Fruit Extract', ' Chlorphenesin', ' Citric Acid', ' Hexanoyl Dipeptide-3 Norleucine Acetate', ' Lecithin', ' Lycium Chinese Fruit Extract', ' Malic Acid', ' Phenoxyethanol', ' Phytic Acid', ' Pleiogynium Timorienese Fruit Extract', ' Podocarpus Elatus Fruit Extract', ' Pullulan', ' Salicylic Acid', ' Salix Alba (Willow) Bark Extract', ' Sclerotium Gum', ' Sea Salt', ' Sodium Hyaluronate', ' Sodium Carrageenan', ' Terminalia Ferdinandiana Fruit Extract', ' Xanthan Gum', ' Ethylhexylglycerin.']",Erno Laszlo,30ml
2177,Decorté AQ Absolute Brightening Emulsion,$95.00,None,None,None,None,Decorté,None
2178,BABOR Cleansing Sugar Oil Peeling 50ml,$35.00,None,None,None,"['Sucrose', ' Macadamia Integrifolia Seed Oil', ' Aqua', ' Dicaprylyl Carbonate', ' Decyl Oleate', ' Sucrose Stearate', ' Sesamum Indicum Seed Oil', ' Argania Spinosa Kernel Oil', ' Propanediol', ' Glycerin', ' Phenoxyethanol', ' Parfum', ' Aloe Barbadensis Leaf Extract', ' Alcohol', ' Xanthan Gum', ' Caprylic/Capric Triglyceride', ' Hydrolyzed Cicer Seed Extract', ' Ethylhexylglycerin', ' Bioflavonoids', ' Brassica Oleracea Italica Extract', ' Ascorbyl Palmitate', ' Citric Acid', ' Ascorbic Acid.']",BABOR,2 oz
2179,PMD Personal Microderm Replacement Discs Blue Sensitive,$20.00,None,None,None,None,PMD,None
